title,content,detail url
[求职]找工作,男，28岁，中专（机电一体化专业），曾在南铝工作六年，离职后从事过手游推广;财务外勤。为人踏实，能吃苦，学习能力强。现寻一份在市区范围（市区以外不是太远可以接受），长白班（单双休都行）转正以后工资3000左右的工作!（因某些原因，不想从事财务外勤销售和业务此类工作）。恳求各用人单位给本人一次机会，毕竟年纪不小了，真心想学到点东西。联系电话15959945632小雷本公司目前有在招储备干部福利待遇：试用期2700~4000元（具体薪资面谈）；周末休假；法定节假日休假；寒暑假带薪休假；生日福利；员工旅行；员工聚会等等。职业发展方向：储备经理---经理助理 ---部门经理 面试地址：南平市延平区江滨路639号粮油大厦6楼联系电话：0599-8636672  人事部网游工作室招人 要求男女不限 18-35岁有魔兽世界经验者优先 学习能力强 工作认真 服从安排，没玩过魔兽世界的也没关系，我们这边有专门的技术指导教你。工资底薪（白班3700）+抽成                （夜班4000）+抽成 后期肯做会做工资6000以上过万都不是问题工作时间12小时 月休两天 两班倒 要上夜班工作地点在梅山坡13123209389 郑先生(微信同电话)想要挑战高薪吗？想要月入过万吗？......南平悟空找房能够给你工作内容：1.了解商圈，熟悉商圈。2.积累客户信息及房源资源。3.负责门店客户接待与咨询。4.精准了解客户需求，为客户提供合适房源信息。5.进行商务谈判，促成房产买卖和租赁业务的成交。6.为客户提供优质的经纪服务（优质的服务才是你与客户建立关系的开始）。平台支持：1.新人入职，一对一的教学方式。（有人带，有人教，有人带你快成交）2.公司海量信息资源，便于业务开展及精准匹配。3.带薪培训，公司具有完善的培训机制，助你最快成长，最快的开展业务。4.高度奖励机制，团建活动，旅游等。5.公司拥有无限潜力，广阔的上升空间，只要你想，职位你来挑！职位要求：1.学历不限，年龄不限，性别不限，经验不限。2.良好的人际沟通能力，具备高度的工作热情且有较强的观察能力和应变能力。3.工作积极主动，具有较强的抗压能力，拥有挑战高薪的愿景。4.具备良好的团队精神，做事认真踏实，正直诚恳，激情，感恩等。工作时间：上午8：30至12：00；下午14：30至18：00联系电话：18859236900本公司目前有在招储备干部，福利待遇：具体薪资面谈；周末休假；法定节假日休假；寒暑假带薪休假；生日福利；员工旅行；员工聚会等等。职业发展方向：储备经理---经理助理 ---部门经理 ---分公司总经理联系电话：0599-8636672猫依千草 发表于 2019-6-24 15:01本公司目前有在招储备干部，福利待遇：具体薪资面谈；周末休假；法定节假日休假；寒暑假带薪休假；生日 ...主要从事什么方面的工作雷电子 发表于 2019-6-25 08:21主要从事什么方面的工作给学校以及机关单位食堂配送食材现招：游戏代玩 及客服人员，无经验者公司提供带薪培训.要求如下1、热爱网游，手游等2、不限学历，中专学历均可，应届生亦可。4、有较强的策划能力、成本控制能力、出色的执行能力和资源整合能力；5、能够吃苦耐劳，勤奋好学6、有游戏公会相关从事者优先。7、做过公会游戏内服的优先考虑。，业务突出者予以晋升岗位8.每天上班时间为八小时 周末单休福利待遇：1、底薪3000+提成+奖金+年终奖+生日补贴3.公司每月组织员工聚餐等旅游活动联系电话:18965373342 微信同号电话客服， 工作汽车抵押贷款， 周末双休， 工资1500-2000，转正快，有没有考虑到全省维修中国石油加油站，从事维修工作。有一技之长到哪里都吃香。联系方式15305992756,http://bbs.np163.net/thread-2792024-1-1.html
[招聘]顺昌县三松物业急聘会计1名,诚聘岗位        会计，男女不限，年龄50岁以下，有会计证和从事会计经验者    工作地点：顺昌县城南东路6号，蝶景湾小区       上班时间：下午8点至12点，下午2点30分--18点       工资：3500元/月，五险一金、过节费、防暑费、工龄工资等。       联系人：陈女士，电话17759916086，联系地址：顺昌城南东路6号蝶景湾,http://bbs.np163.net/thread-2792734-1-1.html
[求职]2019南平党群工作者考试复习资料和网络课程，快乐读书工作室微信：13509502923," 快乐读书工作室微信（可以申请私我）：kysq5555，2019年南平选拔基层党群工作者考试辅导培训和复习资料。2019年7月6-7日，第8期培训课程表。    2019年南平选拔基层党群工作者考试科目：为《服务基层综合知识测试》，考试范围包括学习新时代中国特色社会主义思想、行政职业能力、党建知识、南平市情和写作能力，采取主客观题相结合的方式。党群网络课报名链接，荔枝.jpg(46.69 KB, 下载次数: 0)下载附件保存到相册2019-6-26 11:42 上传2019年党群考录课程表第6期.jpg(49.04 KB, 下载次数: 0)下载附件保存到相册2019-6-26 11:42 上传",http://bbs.np163.net/thread-2792729-1-1.html
[招聘]招聘数名客服人员（限女性）,岗位类别：电话客服职业要求：1.要求女性，年龄18-40岁，不限学历，性格开朗，有团队协作精神，为人诚实可靠。（有经验者优先）2.熟练简单网络交流工具（微信）3.负责与公司提供的客户沟通，推广我司微信平台的h5链接薪资待遇：底薪+抽成+奖金 上班时间：早8：30-12：00 午 14：00-18：00（月休4天）法定节假日有休。公司地址：新建村，长富大厦旁联系方式：13348595076（微信同号）黄经理招聘中,http://bbs.np163.net/thread-2792655-1-1.html
[招聘]招聘电脑技术员、业务员,1、本公司招聘若干名电脑技术员和若干名销售员。2、需会系统安装，打印机维护和加粉，安装监控。3、公司工作日程五天制（星期六、星期天休息），享受国家所有法定节假日，享受五险，月薪面议。4、工作安排时间：早上8:00——12:00    下午3:00——6:00电话：0599-8856822     0599-8833772薪资多少  目前从事此行业cxx846513 发表于 2019-6-24 17:00薪资多少  目前从事此行业面谈，电话：8856822，谢谢,http://bbs.np163.net/thread-2792294-1-1.html
[招聘]南平市品味贸易有限公司诚聘,南平市品味贸易有限公司专业从事调味品批发，因业务发展需要，招聘驾驶员数名;要求：持有C1证，两年以上驾驶经验，工作认真，负责。薪资：底新2200+全勤400+提成     。求职热线：13850936031  郑   月休4天  包食住。南平市品味贸易有限公司专业从事调味品批发，因业务发展需要，招聘驾驶员数名;要求：持有C1证，两年以上驾驶经验，工作认真，负责。薪资：底新2200+全勤400+提成     。求职热线：13850936031  郑   月休4天  包食住。南平市品味贸易有限公司专业从事调味品批发，因业务发展需要，招聘驾驶员数名;要求：持有C1证，两年以上驾驶经验，工作认真，负责。薪资：底新2200+全勤400+提成     。求职热线：13850936031  郑   月休4天  包食住。南平市品味贸易有限公司专业从事调味品批发，因业务发展需要，招聘驾驶员数名;要求：持有C1证，两年以上驾驶经验，工作认真，负责。薪资：底新2200+全勤400+提成     。求职热线：13850936031  郑   月休4天  包食住。,http://bbs.np163.net/thread-2789434-1-1.html
[招聘]诚聘,上海太太乐食品有限公司福州分公司诚招餐饮业务一名：要求：女性，45岁以下，有跑餐饮一年以上经验。底菥：2000+抽成求职热线：13799107573    周总上海太太乐食品有限公司福州分公司诚招餐饮业务一名：要求：女性，45岁以下，有跑餐饮一年以上经验。底菥：2000+抽成求职热线：13799107573    周总,http://bbs.np163.net/thread-2792220-1-1.html
[招聘]招聘, 本帖最后由 傻猪 于 2019-6-26 10:00 编辑 公司应业务需要需招设计部设计人员数名，办公室文员一名，主要负责设计及办公等事宜，双休，法定节假日休早上8:30上班公司地址：延平区创世纪一期5栋302室待遇面议联系电话17706097080,http://bbs.np163.net/thread-2792494-1-1.html
[招聘]南平武夷牧歌招聘送货司机、低温业务员、餐饮合伙人,招    聘      南平武夷牧歌贸易有限公司，是一家着立于闽西北区域的专业品牌渠道运营公司，主要经营有娃哈哈、蒙牛低温牛奶、蒙牛奶酪、蒙牛现代牧业、雨润低温、光明乳制品、南方食品、花园乳业、九羊羊奶等品牌产品，公司核心领导人主要来自老蒙牛福州分公司团队，公司秉承“有德有才，破格重用；有德无才，培养使用；有才无德，限制使用；无才无德，坚决不用”的用人理念，现因业务发展需要，特招聘如下岗位人才：一、延平区 低温业务代表数名二、建瓯区 市区低温业务代表和乡镇业务代表数名工作要求：1、负责延平区/建瓯区网点的开发、维护工作。          2、负责所管辖区域客户门店货品配送及理货。          3、及时对账、回收货款等工作事宜。任职要求：1、年龄：25-50岁，学历初中以上，无专业要求，男女不限。&#160;          2、诚实守信，吃苦肯干好学，勇于挑战，具有良好的团队精神。&#160;          3、能够承受一定的工作压力，有较强的亲和力和沟通能力，有挑战高薪的欲望。&#160;          4、持有C1驾驶证，并有一定的驾驶经验；          5、有相关快消品业务经验的优先。薪资：底薪加补贴2600元/月 + 提成/绩效奖金（4000-8000元）三、延平区送货司机数名:工作要求：1、负责延平区网点配送。任职要求：1、年龄：30-45岁，学历初中以上，无专业要求，男女不限。&#160;          2、诚实守信，吃苦肯干好学，勇于挑战，具有良好的团队精神。&#160;          3、能够承受一定的工作压力，有较强的亲和力和沟通能力，有挑战高薪的欲望。&#160;          4、持有C1驾驶证，并有一定的驾驶经验；薪资：保底3000+提成奖励四、延平区餐饮渠道业务员或合伙人1名:工作要求：1、负责延平区餐饮网点配送。任职要求：1、年龄：30-45岁，学历初中以上，无专业要求，男女不限。&#160;          2、诚实守信，吃苦肯干好学，勇于挑战，具有良好的团队精神。&#160;          3、能够承受一定的工作压力，有较强的亲和力和沟通能力，有挑战高薪的欲望。&#160;          4、持有C1驾驶证，并有一定的驾驶经验；5、熟悉餐饮渠道。薪资：面议,http://bbs.np163.net/thread-2792718-1-1.html
[求职]求一份防损员的工作,本人男今年32岁学历中专有做过收银防损求一份防损员的工作不能上夜班工资在2000到2500联系人小欧18020984431也可以加本人微信306921045继续求职继续求职继续求职继续求职继续求职继续求职继续求职继续求职继续求职,http://bbs.np163.net/thread-2792124-1-1.html
[招聘]倍宝购物中心招聘收银员, 本帖最后由 倍宝购物中心 于 2018-12-28 08:52 编辑 急招收银员（2名）：女性，40岁以下，有工作经验者优先。营业员：女性，40周岁以下，服务理念好，五官端正，表达能力强，有服装零售经验者优先.泳疗师：高薪诚聘，有三年以上相关工作经验，有相关工作经历以及获得相关证书者优先。工作时间：根据实际经营情况分段排班8小时，月休两天制（法定另加）。 待       遇：基本薪资、绩效奖金、工龄奖、医保、社保、其他福利等。 对以上职位有意者请先联系：詹总13960669723面试地址：南平市长富广场负一层倍宝购物中心(至客服问询) 面试时间：上午 8：00—12：00，下午  14：00—18：00急招收银招聘。。。。。。。。。招聘收银员。。。。。。。。招聘借用宝地商铺货品语音宣传广告，我们是为商铺服务的。用我们的服务去帮助商户，我们没收高价，我们仅仅是收取一个务工费，因为发了时间，我们得吃饭！不然我们就饿肚子啦！话不多说！有需要的就联系我们  电话18650629006（微信同号）。加我们微信，发你要做的语音广告词给我们，我们做好发送你们指定的微信或qq还有邮箱，你下载就可以用了。最后，大家最关心的就是价格了吧！告诉你，一点都不贵，我们只收20元一条。,http://bbs.np163.net/thread-2776964-1-1.html
[招聘]★倍宝婴童用品购物中心★（南平店）聘收银员/营业员//泳疗师  急！急！急！, 本帖最后由 倍宝购物中心 于 2019-2-26 09:11 编辑  有意者联系电话：詹女士13960669723.。。。。。。。。。。。。。。招聘           招人招聘继续招聘哦还有招吗？还有招啊。。。。。。。。。。。。。。。。。。。。。。,http://bbs.np163.net/thread-2779911-1-1.html
